key;GCA;GCF;larger
1;1950;1824;GCA
2;3337;3348;GCF
3;6718;6543;GCA
4;2773;2731;GCA
5;1454;1484;GCF
6;2640;2582;GCA
7;3892;3816;GCA
8;3378;3515;GCF
9;3299;3364;GCF
10;3092;3076;GCA
11;4383;2397;GCA
12;3173;3124;GCA
13;2911;2919;GCF
14;3732;3703;GCA
15;3263;3224;GCA
16;3539;3546;GCF
17;2662;2665;GCF
18;3605;3378;GCA
19;2017;2005;GCA
20;1899;1882;GCA
21;1352;1326;GCA
22;6097;6103;GCF
23;5895;5845;GCA
24;5587;5614;GCF
25;5461;5414;GCA
26;5384;5343;GCA
27;5354;5309;GCA
28;6248;6238;GCA
29;6191;6221;GCF
30;6200;6213;GCF
31;5622;5619;GCA
32;5756;5699;GCA
33;6659;6607;GCA
34;6766;6708;GCA
35;5779;5753;GCA
36;5633;5651;GCF
37;6227;6273;GCF
38;6242;6173;GCA
39;6279;6247;GCA
40;5792;5753;GCA
41;5481;5450;GCA
42;5339;5330;GCA
43;6529;6531;GCF
44;5868;5848;GCA
45;5243;5186;GCA
46;6386;6300;GCA
47;5825;5819;GCA
48;5914;5965;GCF
49;2164;2173;GCF
50;2296;2255;GCA
51;3194;3240;GCF
52;3089;3103;GCF
53;3911;3931;GCF
54;3166;3168;GCF
55;3336;3169;GCA
56;2797;2652;GCA
57;3086;3043;GCA
58;3020;3007;GCA
59;2738;2722;GCA
60;4589;4624;GCF
61;3840;3763;GCA
62;3271;3201;GCA
63;4041;4006;GCA
64;3508;3458;GCA
65;3102;3056;GCA
66;2829;2838;GCF
67;3615;3585;GCA
68;3466;3486;GCF
69;3625;3560;GCA
70;3601;3606;GCF
71;2707;2714;GCF
72;2888;2886;GCA
73;4367;4159;GCA
74;3916;3973;GCF
75;4385;4128;GCA
76;3317;3266;GCA
77;3603;3187;GCA
78;3148;3090;GCA
79;3503;3147;GCA
80;3347;3272;GCA
81;2549;2464;GCA
82;3807;3765;GCA
83;3658;3668;GCF
84;2930;2881;GCA
85;3216;3094;GCA
86;3056;3021;GCA
87;3430;3369;GCA
88;4432;4366;GCA
89;2531;2514;GCA
90;3170;3147;GCA
91;3173;3209;GCF
92;3532;3480;GCA
93;3654;3678;GCF
94;10700;10476;GCA
95;8146;7998;GCA
96;10409;10127;GCA
97;1626;1605;GCA
98;1956;1948;GCA
99;2068;1989;GCA
100;2209;2128;GCA
101;2095;2070;GCA
102;2246;2233;GCA
103;7299;7075;GCA
104;5806;5741;GCA
105;10735;10453;GCA
106;6794;6321;GCA
107;6191;6240;GCF
108;6561;6493;GCA
109;6617;6515;GCA
110;6719;6813;GCF
111;5942;5915;GCA
112;7319;7152;GCA
113;8928;8440;GCA
114;9401;9251;GCA
115;9668;9809;GCF
116;8853;8668;GCA
117;9446;9723;GCF
118;2167;2057;GCA
119;2434;2463;GCF
120;2303;2252;GCA
121;1887;1909;GCF
122;1701;1704;GCF
123;2715;2714;GCA
124;2195;2259;GCF
125;2342;2452;GCF
126;2561;2514;GCA
127;1982;2007;GCF
128;8134;8203;GCF
129;9432;9273;GCA
130;7339;7416;GCF
131;8607;8420;GCA
132;10254;10008;GCA
133;10523;10219;GCA
134;9246;9259;GCF
135;10147;9935;GCA
136;7225;6986;GCA
137;9744;9520;GCA
138;10134;9931;GCA
139;9772;9483;GCA
140;7049;6643;GCA
141;4594;4509;GCA
142;4020;3864;GCA
143;1661;1667;GCF
144;3668;3671;GCF
145;4784;4802;GCF
146;1974;1892;GCA
147;2225;2248;GCF
148;2466;2393;GCA
149;2281;2262;GCA
150;2171;2220;GCF
151;4353;4353;same
152;2767;2754;GCA
153;3225;3162;GCA
154;3593;3450;GCA
155;1292;1229;GCA
156;1428;1457;GCF
157;1259;1266;GCF
158;1761;1769;GCF
159;1914;1870;GCA
160;3277;3283;GCF
161;3880;3824;GCA
162;3891;3951;GCF
163;4159;4158;GCA
164;4358;3903;GCA
165;1645;1616;GCA
166;1714;1655;GCA
167;2650;2537;GCA
168;3736;3729;GCA
169;3292;3255;GCA
170;3998;4012;GCF
171;4181;4182;GCF
172;3612;3543;GCA
173;3983;3941;GCA
174;2898;2892;GCA
175;2568;2581;GCF
176;2065;2076;GCF
177;1872;1852;GCA
178;5806;4899;GCA
179;5284;5179;GCA
180;4584;4573;GCA
181;4636;4588;GCA
182;2699;2692;GCA
183;2839;2834;GCA
184;2711;2680;GCA
185;3643;3430;GCA
186;3698;3909;GCF
187;3681;3523;GCA
188;3585;3473;GCA
189;3563;3603;GCF
190;3603;3574;GCA
191;3588;3577;GCA
192;3729;3736;GCF
193;4708;4530;GCA
194;3162;3335;GCF
195;3626;3556;GCA
196;2465;2462;GCA
197;2109;2133;GCF
198;2713;2688;GCA
199;5322;5278;GCA
200;2659;2659;same
201;3744;3820;GCF
202;4521;4466;GCA
203;4141;4089;GCA
204;4665;4515;GCA
205;4676;4579;GCA
206;3552;3496;GCA
207;3377;3298;GCA
208;4232;4130;GCA
209;4027;3995;GCA
210;3084;2998;GCA
211;3811;3622;GCA
212;2936;2764;GCA
213;2917;2823;GCA
214;2356;2329;GCA
215;2815;2755;GCA
216;2641;2631;GCA
217;2859;2849;GCA
218;2312;2291;GCA
219;6785;6719;GCA
220;3592;3589;GCA
221;4293;4120;GCA
222;3837;3729;GCA
223;4296;4284;GCA
224;3490;3488;GCA
225;3251;3279;GCF
226;3297;3265;GCA
227;4038;4087;GCF
228;2463;2428;GCA
229;2760;2750;GCA
230;2742;2223;GCA
231;2118;2050;GCA
232;1852;1816;GCA
233;2403;2370;GCA
234;2417;2359;GCA
235;2288;2220;GCA
236;2859;2825;GCA
237;3464;3437;GCA
238;3218;3276;GCF
239;3327;3290;GCA
240;3140;3138;GCA
241;4345;4026;GCA
242;4643;4604;GCA
243;3973;4178;GCF
244;4174;4030;GCA
245;3481;3438;GCA
246;4576;4111;GCA
247;2744;2730;GCA
248;3552;3443;GCA
249;1534;1506;GCA
250;1630;1586;GCA
251;4556;4414;GCA
252;4628;4695;GCF
253;1448;1450;GCF
254;4626;4520;GCA
255;2165;2009;GCA
256;4752;4759;GCF
257;2648;2638;GCA
258;3426;3313;GCA
259;2086;2083;GCA
260;2784;2765;GCA
261;3189;3228;GCF
262;2678;2686;GCF
263;2712;2672;GCA
264;3079;3092;GCF
265;2773;2729;GCA
266;2656;2634;GCA
267;2767;2761;GCA
268;2968;3517;GCF
269;2684;2679;GCA
270;2660;2690;GCF
271;2513;2513;same
272;3458;3402;GCA
273;2947;2939;GCA
274;2807;2786;GCA
275;3571;3597;GCF
276;3218;3152;GCA
277;3576;3497;GCA
278;3309;3286;GCA
279;3380;3319;GCA
280;3369;3304;GCA
281;4337;4345;GCF
282;3870;3916;GCF
283;3656;3624;GCA
284;3562;3583;GCF
285;2237;2229;GCA
286;6701;6462;GCA
287;6416;6148;GCA
288;1206;1206;same
289;5126;4940;GCA
290;3308;3344;GCF
291;2411;2302;GCA
292;4536;4470;GCA
293;3581;3585;GCF
294;7533;7700;GCF
295;8115;8317;GCF
296;5495;5591;GCF
297;7716;7688;GCA
298;9211;9338;GCF
299;9088;8734;GCA
300;9919;9435;GCA
301;8625;8356;GCA
302;6665;6486;GCA
303;9100;9159;GCF
304;8677;8543;GCA
305;8553;8385;GCA
306;5915;6054;GCF
307;9807;9615;GCA
308;7691;7451;GCA
309;7262;7184;GCA
310;6878;6984;GCF
311;5637;5248;GCA
312;8495;8434;GCA
313;3942;3885;GCA
314;2839;2832;GCA
315;4034;3566;GCA
316;4658;4711;GCF
317;2069;2018;GCA
318;3093;2928;GCA
319;2707;2675;GCA
320;2253;2064;GCA
321;2111;2099;GCA
322;1806;1790;GCA
323;2079;1939;GCA
324;1764;1697;GCA
325;4656;4617;GCA
326;2331;2192;GCA
327;3699;3540;GCA
328;4258;4340;GCF
329;3605;3599;GCA
330;1916;1913;GCA
331;2100;2121;GCF
332;4551;4495;GCA
333;3585;3661;GCF
334;3369;3397;GCF
335;2771;2932;GCF
336;3556;3400;GCA
337;3532;3403;GCA
338;2926;2838;GCA
339;2640;2613;GCA
340;4832;4822;GCA
341;4322;4343;GCF
342;5275;5263;GCA
343;3267;3287;GCF
344;3279;3200;GCA
345;4311;4306;GCA
346;3506;3217;GCA
347;2678;2641;GCA
348;2867;2689;GCA
349;3483;3171;GCA
350;3516;3352;GCA
351;3465;3198;GCA
352;3576;3514;GCA
353;3585;3603;GCF
354;2256;2254;GCA
355;2085;2029;GCA
356;2291;2304;GCF
357;1436;1402;GCA
358;1405;1427;GCF
359;1534;1534;same
360;3193;3172;GCA
361;3513;3430;GCA
362;2837;2842;GCF
363;4386;4321;GCA
364;4944;4824;GCA
365;4313;4281;GCA
366;4714;4647;GCA
367;3598;3566;GCA
368;4231;4256;GCF
369;2959;2948;GCA
370;3002;2968;GCA
371;4099;4101;GCF
372;4073;4611;GCF
373;1829;1746;GCA
374;1762;1666;GCA
375;1769;1633;GCA
376;4961;4864;GCA
377;2259;2258;GCA
378;2174;2263;GCF
379;2000;2025;GCF
380;2892;2880;GCA
381;2660;2638;GCA
382;2880;2908;GCF
383;1834;1828;GCA
384;1879;1902;GCF
385;1888;1894;GCF
386;4331;4340;GCF
387;4713;4557;GCA
388;4338;4216;GCA
389;3564;3420;GCA
390;3919;3832;GCA
391;2687;2711;GCF
392;2849;2848;GCA
393;2685;2709;GCF
394;2834;2748;GCA
395;3904;3845;GCA
396;3480;3495;GCF
397;3538;3640;GCF
398;3327;3369;GCF
399;4438;4463;GCF
400;3671;3628;GCA
401;3944;3944;same
402;2849;2882;GCF
403;4254;4106;GCA
404;3595;3407;GCA
405;3772;3448;GCA
406;3016;2782;GCA
407;3796;3707;GCA
408;6501;6501;same
409;3488;3258;GCA
410;4689;4727;GCF
411;2938;2868;GCA
412;8060;7951;GCA
413;4459;4392;GCA
414;3574;3572;GCA
415;2004;1936;GCA
416;1442;1230;GCA
417;1588;1561;GCA
418;4499;4504;GCF
419;4811;4659;GCA
420;4057;4007;GCA
421;2543;2611;GCF
422;3925;3926;GCF
423;5131;5026;GCA
424;3774;3812;GCF
425;3596;3619;GCF
426;5355;5188;GCA
427;4511;4581;GCF
428;4774;4539;GCA
429;2671;2661;GCA
430;1714;1728;GCF
431;2578;2509;GCA
432;2078;1996;GCA
433;3058;3068;GCF
434;5742;5627;GCA
435;3718;3694;GCA
436;6777;6595;GCA
437;5164;5218;GCF
438;5775;5833;GCF
439;7085;6891;GCA
440;5910;5907;GCA
441;6821;6908;GCF
442;6299;6080;GCA
443;5337;5359;GCF
444;7067;6873;GCA
445;3663;3712;GCF
446;5708;5678;GCA
447;3588;3641;GCF
448;4804;4821;GCF
449;4399;4439;GCF
450;4750;4407;GCA
451;3488;3326;GCA
452;5195;5292;GCF
453;4231;4455;GCF
454;3805;3898;GCF
455;3874;3882;GCF
456;3906;3877;GCA
457;3894;3993;GCF
458;4043;4000;GCA
459;4547;4555;GCF
460;5715;5593;GCA
461;3526;3593;GCF
462;5233;5269;GCF
463;4333;4677;GCF
464;5173;4998;GCA
465;5618;5698;GCF
466;5627;5339;GCA
467;4511;4400;GCA
468;4561;4454;GCA
469;4036;4009;GCA
470;3619;2845;GCA
471;4198;4227;GCF
472;3940;3894;GCA
473;4344;4420;GCF
474;4801;4733;GCA
475;4880;5137;GCF
476;6269;5998;GCA
477;5138;5180;GCF
478;3622;3684;GCF
479;4056;4273;GCF
480;3527;3519;GCA
481;2568;2583;GCF
482;5516;5420;GCA
483;2393;2375;GCA
484;4810;4312;GCA
485;4485;3848;GCA
486;4170;4168;GCA
487;3457;3417;GCA
488;3346;2735;GCA
489;3228;3133;GCA
490;2873;2586;GCA
491;3340;2224;GCA
492;4256;3956;GCA
493;3998;3941;GCA
494;3335;3177;GCA
495;4845;4647;GCA
496;7783;7945;GCF
497;1790;1830;GCF
498;2813;2696;GCA
499;2234;2234;same
500;3334;3328;GCA
501;1658;1312;GCA
502;1380;1251;GCA
503;2075;1788;GCA
504;1336;1314;GCA
505;1454;1624;GCF
506;3680;3568;GCA
507;3376;3274;GCA
508;3616;3482;GCA
509;5726;5589;GCA
510;2334;2249;GCA
511;3227;3218;GCA
512;4197;4179;GCA
513;2961;2907;GCA
514;3055;3031;GCA
515;2172;2172;same
516;1631;1641;GCF
517;1654;1632;GCA
518;1890;1885;GCA
519;1614;1618;GCF
520;1585;1530;GCA
521;1538;1504;GCA
522;1542;1542;same
523;1561;1534;GCA
524;1869;1782;GCA
525;2000;1930;GCA
526;2106;2106;same
527;1822;1738;GCA
528;1563;1512;GCA
529;1726;1660;GCA
530;2230;1897;GCA
531;1924;1878;GCA
532;1834;1865;GCF
533;2264;2218;GCA
534;2148;2185;GCF
535;2051;2020;GCA
536;1710;1642;GCA
537;1945;1894;GCA
538;2023;2004;GCA
539;1738;1795;GCF
540;1238;1239;GCF
541;2138;2089;GCA
542;1448;1417;GCA
543;2260;2245;GCA
544;1507;1465;GCA
545;1956;1968;GCF
546;1857;1779;GCA
547;1531;1558;GCF
548;2046;2014;GCA
549;2253;2113;GCA
550;1364;1352;GCA
551;1350;1329;GCA
552;1942;2003;GCF
553;2259;2254;GCA
554;2543;2446;GCA
555;1883;1885;GCF
556;1836;1847;GCF
557;1772;1809;GCF
558;2168;2084;GCA
559;1666;1679;GCF
560;1695;1615;GCA
561;2092;2086;GCA
562;1707;1700;GCA
563;2183;2130;GCA
564;1965;1954;GCA
565;2572;2462;GCA
566;2202;2154;GCA
567;2260;2181;GCA
568;1750;1688;GCA
569;2260;2195;GCA
570;2522;2456;GCA
571;3166;3298;GCF
572;1848;1856;GCF
573;2820;2869;GCF
574;3762;3766;GCF
575;2534;2520;GCA
576;4527;4525;GCA
577;2893;2883;GCA
578;3304;3246;GCA
579;3186;3221;GCF
580;5516;5359;GCA
581;5759;5635;GCA
582;3042;3011;GCA
583;3675;3687;GCF
584;2846;2833;GCA
585;1574;1790;GCF
586;1592;1652;GCF
587;1441;1386;GCA
588;4810;4801;GCA
589;4944;4944;same
590;4164;4221;GCF
591;4121;4073;GCA
592;1369;1217;GCA
593;5478;5424;GCA
594;5922;5902;GCA
595;5899;5840;GCA
596;5006;4982;GCA
597;5055;5043;GCA
598;1617;1635;GCF
599;1518;1547;GCF
600;1715;1730;GCF
601;2409;2477;GCF
602;3079;2845;GCA
603;3046;3082;GCF
604;3605;3653;GCF
605;4446;4271;GCA
606;3173;3206;GCF
607;2623;2631;GCF
608;2809;2706;GCA
609;6780;6787;GCF
610;7348;7309;GCA
611;7737;7726;GCA
612;7900;7951;GCF
613;7442;7229;GCA
614;8348;7940;GCA
615;8622;8325;GCA
616;8019;7990;GCA
617;9162;9012;GCA
618;8189;7148;GCA
619;5264;5102;GCA
620;5109;4939;GCA
621;6425;6203;GCA
622;4346;4369;GCF
623;4535;4429;GCA
624;5945;5965;GCF
625;4866;4885;GCF
626;3509;3501;GCA
627;3344;3292;GCA
628;5029;4993;GCA
629;2432;2285;GCA
630;3077;2620;GCA
631;2020;1977;GCA
632;3951;3932;GCA
633;3424;3461;GCF
634;2683;2617;GCA
635;3409;3377;GCA
636;3272;3205;GCA
637;3531;3524;GCA
638;3076;3059;GCA
639;4218;4131;GCA
640;4478;4440;GCA
641;3217;2765;GCA
642;2918;2915;GCA
643;7594;7555;GCA
644;8065;7783;GCA
645;7540;7559;GCF
646;7717;7688;GCA
647;5789;5594;GCA
648;6206;6171;GCA
649;7182;7122;GCA
650;7087;7095;GCF
651;7620;7622;GCF
652;5951;5771;GCA
653;6313;6506;GCF
654;6043;6014;GCA
655;2641;2580;GCA
656;2811;2839;GCF
657;4135;4065;GCA
658;3877;3844;GCA
659;3836;3805;GCA
660;4062;4003;GCA
661;7465;7707;GCF
662;5938;6081;GCF
663;6732;6291;GCA
664;2292;2290;GCA
665;2666;2644;GCA
666;2286;2150;GCA
667;2618;2618;same
668;1774;1750;GCA
669;1478;1508;GCF
670;4489;4338;GCA
671;2401;2383;GCA
672;3003;2936;GCA
673;3617;3539;GCA
674;1642;1702;GCF
675;2041;1970;GCA
676;1791;1813;GCF
677;1742;1759;GCF
678;1840;1865;GCF
679;2103;2110;GCF
680;1711;1772;GCF
681;1624;1572;GCA
682;1609;1561;GCA
683;2061;1661;GCA
684;1816;1643;GCA
685;1481;1487;GCF
686;1498;1504;GCF
687;1893;1896;GCF
688;1572;1590;GCF
689;2339;2335;GCA
690;1670;1616;GCA
691;1479;1490;GCF
692;1481;1483;GCF
693;5154;5098;GCA
694;2086;2085;GCA
695;2738;2757;GCF
696;2698;2729;GCF
697;2577;2530;GCA
698;4512;4502;GCA
699;2412;2439;GCF
700;2632;2605;GCA
701;2783;2664;GCA
702;2943;2889;GCA
703;8368;8199;GCA
704;3537;3353;GCA
705;5049;5010;GCA
706;3744;3670;GCA
707;4198;4184;GCA
708;4240;4134;GCA
709;3531;3481;GCA
710;3577;3499;GCA
711;3693;4062;GCF
712;3581;3851;GCF
713;3494;3449;GCA
714;3111;3048;GCA
715;3762;3756;GCA
716;3678;3645;GCA
717;3164;3139;GCA
718;3463;3389;GCA
719;3778;3717;GCA
720;3480;3426;GCA
721;4198;4064;GCA
722;3284;3256;GCA
723;3140;3108;GCA
724;3844;3700;GCA
725;3576;3573;GCA
726;1549;1638;GCF
727;1663;1811;GCF
728;3521;3487;GCA
729;4683;4617;GCA
730;5215;5060;GCA
731;3962;3962;same
732;6099;5875;GCA
733;2284;2386;GCF
734;4356;4356;same
735;3947;3954;GCF
736;4119;4028;GCA
737;3306;3297;GCA
738;3959;3762;GCA
739;6923;6907;GCA
740;6309;6289;GCA
741;5334;5321;GCA
742;5774;5738;GCA
743;5789;5640;GCA
744;6279;6273;GCA
745;4954;4919;GCA
746;7192;7075;GCA
747;6501;6370;GCA
748;6777;6689;GCA
749;5385;5442;GCF
750;2452;2510;GCF
751;2329;2395;GCF
752;3730;3778;GCF
753;3959;3959;same
754;2685;2735;GCF
755;4733;4711;GCA
756;4851;4753;GCA
757;3506;3886;GCF
758;3995;4541;GCF
759;4497;4609;GCF
760;4273;4371;GCF
761;3458;3472;GCF
762;4285;4479;GCF
763;2118;2118;same
764;3551;3566;GCF
765;4445;4482;GCF
766;4339;4452;GCF
767;3057;2996;GCA
768;2773;2698;GCA
769;3486;3503;GCF
770;2760;2758;GCA
771;4192;4192;same
772;2446;2493;GCF
773;3739;3708;GCA
774;3487;3428;GCA
775;2681;2655;GCA
776;2639;2526;GCA
777;4516;4413;GCA
778;2786;2861;GCF
779;4445;4491;GCF
780;4032;4234;GCF
781;4922;4981;GCF
782;4155;4165;GCF
783;4627;4607;GCA
784;2849;2756;GCA
785;4309;4324;GCF
786;2088;2143;GCF
787;4060;3953;GCA
788;3192;3109;GCA
789;2625;2523;GCA
790;2170;2167;GCA
791;4159;4091;GCA
792;2356;2274;GCA
793;5448;5405;GCA
794;3948;3969;GCF
795;2855;2750;GCA
796;3037;3030;GCA
797;4668;4665;GCA
798;5189;5172;GCA
799;4694;4683;GCA
800;6398;2243;GCA
801;5032;4835;GCA
802;4524;4507;GCA
803;4667;4588;GCA
804;2901;2954;GCF
805;2786;2775;GCA
806;3665;3628;GCA
807;3551;3550;GCA
808;3924;3899;GCA
809;3848;3806;GCA
810;3871;3846;GCA
811;4754;4737;GCA
812;2572;2533;GCA
813;3166;3166;same
814;4477;4447;GCA
815;2407;2361;GCA
816;4893;4899;GCF
817;2449;2452;GCF
818;2507;2509;GCF
819;2788;2730;GCA
820;2510;2409;GCA
821;4182;4009;GCA
822;2204;2190;GCA
823;3797;3833;GCF
824;3063;2999;GCA
825;3661;3723;GCF
826;3785;3601;GCA
827;3234;3282;GCF
828;3732;3644;GCA
829;3641;3524;GCA
830;3148;3493;GCF
831;4935;4791;GCA
832;2726;2704;GCA
833;2692;2708;GCF
834;4012;4058;GCF
835;3988;3977;GCA
836;3234;3217;GCA
837;4779;4689;GCA
838;4804;4661;GCA
839;6812;6728;GCA
840;4115;4083;GCA
841;5627;5537;GCA
842;6120;6011;GCA
843;6345;6281;GCA
844;1896;1925;GCF
845;2221;2212;GCA
846;3807;3789;GCA
847;3377;3400;GCF
848;3653;3806;GCF
849;3201;3165;GCA
850;3155;3180;GCF
851;4177;4024;GCA
852;3772;3719;GCA
853;4575;4570;GCA
854;4132;4072;GCA
855;2199;2198;GCA
856;2337;2370;GCF
857;2515;2546;GCF
858;2653;2695;GCF
859;2261;2229;GCA
860;3423;3406;GCA
861;2417;2425;GCF
862;4300;4208;GCA
